Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
James Young,2016,BOS,32,208.70,-1.34,-0.16,-1.5,0.2
Henry Sims,2016,BRK,14,262.20,-1.41,-0.11,-1.52,0.2
Tyler Hansbrough,2016,CHO,46,347.20,-1.14,-0.41,-1.54,0.3
Jordan Hill,2016,IND,78,"1,524.00",-0.73,-0.83,-1.55,1.2
Donatas Motiejunas,2016,HOU,42,643.6,-1.4,-0.16,-1.56,0.5
T.J. Warren,2016,PHO,47,"1,064.50",-0.25,-1.32,-1.56,0.8
C.J. Miles,2016,IND,71,"1,550.20",-0.06,-1.51,-1.57,1.2
R.J. Hunter,2016,BOS,41,354.90,-2.69,1.11,-1.58,0.3
Allen Crabbe,2016,POR,92,"2,400.60",-0.16,-1.43,-1.59,1.9
Omer Asik,2016,NOP,68,"1,173.70",-2.44,0.84,-1.6,0.9
Charlie Villanueva,2016,DAL,66,682.40,-1.4,-0.21,-1.61,0.5
Ramon Sessions,2016,WAS,82,"1,659.60",-0.24,-1.37,-1.61,1.3
Tyus Jones,2016,MIN,37,570.10,-0.97,-0.64,-1.61,0.4
Chris McCullough,2016,BRK,24,362.20,-1.14,-0.48,-1.63,0.3
Aron Baynes,2016,DET,85,"1,272.20",-1.67,0.03,-1.64,0.9
C.J. Watson,2016,ORL,33,653.5,-0.74,-0.9,-1.64,0.5
O.J. Mayo,2016,MIL,41,"1,085.50",-2,0.36,-1.64,0.8
Chris Copeland,2016,MIL,24,155.9,-0.81,-0.84,-1.65,0.1
Xavier Munford,2016,MEM,18,331.4,-1.54,-0.11,-1.65,0.2
Jordan Hamilton,2016,NOP,11,302.70,-0.25,-1.44,-1.68,0.2
Glenn Robinson,2016,IND,49,516.80,-1.28,-0.41,-1.69,0.4
Trey Lyles,2016,UTA,80,"1,376.10",-1.31,-0.38,-1.69,1
Alonzo Gee,2016,NOP,73,"1,625.20",-2.6,0.9,-1.7,1.1
Reggie Bullock,2016,DET,39,449.60,-0.61,-1.11,-1.71,0.3
Shabazz Napier,2016,ORL,55,597.50,-1.08,-0.68,-1.76,0.4
Lamar Patterson,2016,ATL,39,417.70,-1.38,-0.4,-1.78,0.3
Tyson Chandler,2016,PHO,66,"1,612.70",-2.43,0.65,-1.78,1
Damjan Rudez,2016,MIN,33,276.30,-0.89,-0.91,-1.8,0.2
Enes Kanter,2016,OKC,100,"2,031.40",0.5,-2.31,-1.81,1.3
Kosta Koufos,2016,SAC,78,"1,473.30",-1.56,-0.31,-1.87,0.9
Trey Burke,2016,UTA,64,"1,357.80",-0.24,-1.62,-1.87,0.8
Derrick Williams,2016,NYK,80,"1,434.00",-0.84,-1.04,-1.88,0.8
Lance Thomas,2016,NYK,59,"1,314.60",-0.92,-0.96,-1.88,0.8
Ray McCallum,2016,TOT,41,473.8,-0.97,-0.93,-1.89,0.3
Beno Udrih,2016,TOT,44,703.40,-1.44,-0.46,-1.9,0.4
JaKarr Sampson,2016,TOT,73,"1,156.10",-2.13,0.24,-1.9,0.6
Brian Roberts,2016,TOT,61,504.50,-1.13,-0.79,-1.92,0.3
J.J. Barea,2016,DAL,78,"1,762.80",0.89,-2.81,-1.93,1
Mario Hezonja,2016,ORL,79,"1,409.80",-1.48,-0.45,-1.94,0.8
Troy Daniels,2016,CHO,47,493.00,-0.69,-1.26,-1.96,0.3
Jameer Nelson,2016,DEN,39,"1,031.40",-0.84,-1.14,-1.98,0.5
Jarell Martin,2016,MEM,29,424.40,-1.11,-0.89,-2,0.2
Tyler Zeller,2016,BOS,63,745.3,-1.94,-0.08,-2.02,0.3
James Johnson,2016,TOR,67,"1,020.30",-1.88,-0.16,-2.03,0.5
Jabari Parker,2016,MIL,76,"2,401.80",-0.71,-1.34,-2.05,1.1
Noah Vonleh,2016,POR,84,"1,182.60",-2.71,0.66,-2.05,0.6
Corey Brewer,2016,HOU,87,"1,740.90",-2.12,0.04,-2.08,0.8
Dante Cunningham,2016,NOP,80,"1,964.10",-1.41,-0.67,-2.09,0.9
Evan Fournier,2016,ORL,79,"2,557.20",0.18,-2.28,-2.1,1.1
Jason Terry,2016,HOU,77,"1,375.70",-0.37,-1.74,-2.1,0.6
Bobby Portis,2016,CHI,62,"1,098.20",-0.92,-1.19,-2.11,0.5
Jerryd Bayless,2016,MIL,52,"1,500.00",-0.43,-1.68,-2.12,0.7
Kelly Oubre,2016,WAS,63,667.2,-1.69,-0.46,-2.15,0.3
Tyler Ennis,2016,MIL,46,652.70,-1.93,-0.22,-2.15,0.2
Norris Cole,2016,NOP,45,"1,195.10",-1.01,-1.15,-2.16,0.5
DeJuan Blair,2016,WAS,29,216.70,-1.57,-0.62,-2.2,0.1
Matt Barnes,2016,MEM,80,"2,320.90",-1.15,-1.06,-2.21,0.8
Jerian Grant,2016,NYK,76,"1,267.20",-2.2,-0.02,-2.22,0.4
Shane Larkin,2016,BRK,78,"1,742.20",-1.11,-1.11,-2.22,0.6
John Jenkins,2016,TOT,43,479.50,-1.19,-1.06,-2.25,0.2
Josh Smith,2016,TOT,59,911.4,-2.87,0.62,-2.25,0.3
Thomas Robinson,2016,BRK,71,912.40,-1.98,-0.28,-2.26,0.3
Doug McDermott,2016,CHI,81,"1,854.30",-0.98,-1.3,-2.28,0.6
Luis Scola,2016,TOR,87,"1,774.80",-1.66,-0.62,-2.28,0.6
Randy Foye,2016,TOT,97,"1,823.90",-1.87,-0.42,-2.29,0.6
Stanley Johnson,2016,DET,77,"1,763.00",-2.51,0.2,-2.31,0.5
Steve Blake,2016,DET,62,"1,025.00",-1.89,-0.41,-2.31,0.3
Jordan Farmar,2016,MEM,16,402.90,-1,-1.32,-2.32,0.1
Michael Beasley,2016,HOU,25,441.6,-0.53,-1.8,-2.33,0.1
Mike Miller,2016,DEN,46,370.60,-2.2,-0.14,-2.34,0.1
Tayshaun Prince,2016,MIN,77,"1,455.70",-2.62,0.27,-2.34,0.4
Kendrick Perkins,2016,NOP,37,539.4,-2.23,-0.12,-2.35,0.2
Harrison Barnes,2016,GSW,90,"2,777.00",-0.74,-1.63,-2.37,0.8
Jonathon Simmons,2016,SAS,58,835.60,-0.61,-1.79,-2.39,0.2
James Anderson,2016,SAC,51,718.90,-2.1,-0.35,-2.45,0.1
Paul Pierce,2016,LAC,73,"1,278.10",-1.68,-0.8,-2.48,0.2
Sean Kilpatrick,2016,TOT,31,614.30,0.7,-3.22,-2.51,0.1
Markel Brown,2016,BRK,62,977.80,-0.48,-2.04,-2.52,0.2
P.J. Hairston,2016,TOT,68,"1,331.70",-1.73,-0.81,-2.54,0.2
Kevin Seraphin,2016,NYK,48,523.50,-3.73,1.14,-2.59,0
Arron Afflalo,2016,NYK,71,"2,357.50",-0.55,-2.08,-2.63,0.2
Hollis Thompson,2016,PHI,77,"2,141.70",-0.61,-2.06,-2.66,0.1
Anthony Morrow,2016,OKC,82,998.3,-0.53,-2.23,-2.76,0
Joe Young,2016,IND,45,392.40,-1.29,-1.48,-2.77,0
Joffrey Lauvergne,2016,DEN,59,"1,037.50",-1.11,-1.74,-2.85,-0.1
Archie Goodwin,2016,PHO,57,"1,109.90",-0.65,-2.22,-2.87,-0.1
Drew Gooden,2016,WAS,30,303.7,-2.01,-0.9,-2.91,0
Shaun Livingston,2016,GSW,102,"2,025.10",-1.68,-1.23,-2.91,-0.1
Rashad Vaughn,2016,MIL,70,999.1,-2.62,-0.3,-2.92,-0.1
Lance Stephenson,2016,TOT,73,"1,461.60",-1.16,-1.79,-2.95,-0.2
Anderson Varejao,2016,TOT,70,585.30,-2.93,-0.04,-2.97,-0.1
Nik Stauskas,2016,PHI,73,"1,800.00",-1.7,-1.27,-2.98,-0.4
Derrick Rose,2016,CHI,66,"2,091.40",-0.59,-2.4,-2.99,-0.3
Wayne Ellington,2016,BRK,76,"1,608.90",-2.24,-0.79,-3.03,-0.4
Kendall Marshall,2016,PHI,30,398.60,-1.56,-1.52,-3.08,-0.1
D'Angelo Russell,2016,LAL,80,"2,250.50",-1.37,-1.72,-3.09,-0.5
Kevin Martin,2016,TOT,60,"1,139.90",-1.35,-1.79,-3.15,-0.3
Kobe Bryant,2016,LAL,66,"1,856.70",0.24,-3.39,-3.15,-0.4
Cameron Payne,2016,OKC,67,759.40,-2.03,-1.13,-3.17,-0.2
Gary Neal,2016,WAS,40,803,-0.69,-2.49,-3.18,-0.2
Johnny O'Bryant,2016,MIL,66,852.70,-2.55,-0.64,-3.18,-0.3
Dion Waiters,2016,OKC,96,"2,631.00",-1.01,-2.17,-3.19,-0.6
Nick Collison,2016,OKC,68,773.40,-3.42,0.18,-3.23,-0.3
Isaiah Canaan,2016,PHI,77,"1,957.80",-1.49,-1.76,-3.25,-0.8
Devin Booker,2016,PHO,76,"2,102.00",-1.13,-2.16,-3.29,-0.8
Timofey Mozgov,2016,CLE,89,"1,395.90",-3.45,0.16,-3.29,-0.5
Pablo Prigioni,2016,LAC,64,843.20,-2.84,-0.46,-3.31,-0.4
Ryan Hollins,2016,TOT,37,459.30,-2.09,-1.26,-3.35,-0.2
Sonny Weems,2016,TOT,43,496.50,-2.5,-0.86,-3.36,-0.2
Adreian Payne,2016,MIN,52,482.50,-2.95,-0.42,-3.37,-0.2
Greivis Vasquez,2016,MIL,23,457.3,-1.65,-1.74,-3.39,-0.2
Shabazz Muhammad,2016,MIN,82,"1,673.20",-0.6,-2.83,-3.43,-0.7
Zach LaVine,2016,MIN,82,"2,282.20",-0.41,-3.06,-3.47,-1
Marco Belinelli,2016,SAC,68,"1,663.10",-1.67,-1.89,-3.56,-0.9
Jared Cunningham,2016,TOT,44,408.60,-3.16,-0.42,-3.58,-0.2
Jamal Crawford,2016,LAC,85,"2,312.00",-0.44,-3.16,-3.59,-1.2
Jordan Clarkson,2016,LAL,79,"2,545.70",-0.73,-2.88,-3.62,-1.4
Julius Randle,2016,LAL,81,"2,278.90",-1.88,-1.78,-3.66,-1.3
Terry Rozier,2016,BOS,44,409.1,-3.21,-0.45,-3.66,-0.3
Terrence Jones,2016,HOU,50,"1,038.50",-1.75,-1.93,-3.68,-0.6
Leandro Barbosa,2016,GSW,91,"1,329.40",-2.19,-1.53,-3.72,-0.8
Richard Jefferson,2016,CLE,95,"1,698.60",-3.48,-0.5,-3.98,-1.4
James Jones,2016,CLE,60,516.3,-3.52,-0.49,-4.01,-0.5
Roy Hibbert,2016,LAL,81,"1,872.80",-3.57,-0.47,-4.04,-1.6
Ty Lawson,2016,TOT,73,"1,478.30",-2.45,-1.59,-4.04,-1.3
Bojan Bogdanovic,2016,BRK,79,"2,106.60",-1.17,-2.98,-4.14,-1.9
Brandon Rush,2016,GSW,86,"1,163.30",-1.98,-2.23,-4.21,-1
Andrea Bargnani,2016,BRK,46,631.50,-2.06,-2.25,-4.31,-0.6
Jahlil Okafor,2016,PHI,53,"1,584.40",-3.07,-1.29,-4.36,-1.8
Kyle Singler,2016,OKC,74,"1,023.10",-3.16,-1.21,-4.36,-1.1
Marreese Speights,2016,GSW,96,"1,029.40",-2.41,-2.16,-4.57,-1.2
Mo Williams,2016,CLE,54,813.30,-3.73,-0.93,-4.66,-1.1
Austin Rivers,2016,LAC,73,"1,599.60",-2.61,-2.46,-5.07,-2.4
James Michael McAdoo,2016,GSW,49,298.7,-2.98,-2.2,-5.17,-0.5
Ian Clark,2016,GSW,82,729.70,-2.68,-2.59,-5.27,-1.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
