Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
John Holland,2018,CLE,24,170.80,-0.85,-0.08,-0.94,0.2
Michael Carter-Williams,2018,CHO,52,831.4,-1.86,0.9,-0.95,0.8
Andrew Bogut,2018,LAL,24,215.7,-1.97,1.02,-0.95,0.2
Xavier Rathan-Mayes,2018,MEM,5,117.30,-0.72,-0.23,-0.95,0.1
Damyean Dotson,2018,NYK,44,465.80,-1.24,0.27,-0.96,0.5
Will Barton,2018,DEN,81,"2,666.40",0.17,-1.14,-0.97,2.6
Tim Frazier,2018,WAS,61,836.50,-1.33,0.36,-0.98,0.8
Markieff Morris,2018,WAS,79,"2,138.20",-0.73,-0.28,-1.01,2
Jerian Grant,2018,CHI,74,"1,675.80",-0.4,-0.61,-1.01,1.6
Omri Casspi,2018,GSW,53,731.9,-1.45,0.44,-1.01,0.7
Davon Reed,2018,PHO,21,239.4,-1.7,0.69,-1.01,0.2
Emeka Okafor,2018,NOP,27,354.2,-1.74,0.72,-1.02,0.3
Kris Dunn,2018,CHI,52,"1,517.40",-1.35,0.32,-1.03,1.4
Alex Caruso,2018,LAL,37,556.7,-1.76,0.7,-1.06,0.5
Damien Wilkins,2018,IND,19,149.90,-0.49,-0.58,-1.07,0.1
Derrick Jones,2018,TOT,20,243.20,-1.35,0.26,-1.09,0.2
Joe Harris,2018,BRK,78,"1,961.30",-0.26,-0.84,-1.1,1.7
Manu Ginobili,2018,SAS,70,"1,394.80",0.3,-1.4,-1.1,1.3
Henry Ellenson,2018,DET,38,323.50,-1.4,0.29,-1.11,0.3
Mirza Teletovic,2018,MIL,10,157.4,-0.76,-0.35,-1.11,0.1
Brandon Ingram,2018,LAL,59,"1,964.60",-1.23,0.11,-1.12,1.7
Mason Plumlee,2018,DEN,74,"1,431.40",-1.6,0.49,-1.12,1.3
Sindarius Thornwell,2018,LAC,73,"1,144.60",-2.51,1.38,-1.13,1
Ryan Arcidiacono,2018,CHI,24,300.7,-1.63,0.51,-1.13,0.3
Caleb Swanigan,2018,POR,28,194.20,-1.36,0.23,-1.13,0.2
Jawun Evans,2018,LAC,48,770,-1.74,0.6,-1.14,0.7
Pat Connaughton,2018,POR,86,"1,534.30",-0.55,-0.6,-1.15,1.3
Kay Felder,2018,TOT,16,137.1,-0.95,-0.2,-1.15,0.1
Dorian Finney-Smith,2018,DAL,21,446.20,-1.57,0.4,-1.17,0.4
Damian Jones,2018,GSW,19,97.20,-0.87,-0.29,-1.17,0.1
Jae Crowder,2018,TOT,91,"2,394.40",-0.8,-0.42,-1.21,2
Dwight Buycks,2018,DET,29,422.20,-1.2,-0.01,-1.21,0.3
Luke Babbitt,2018,TOT,52,710.60,-0.21,-1.02,-1.23,0.6
Antonio Blakeney,2018,CHI,19,310.70,0.01,-1.24,-1.23,0.3
Alec Burks,2018,UTA,73,"1,165.40",-0.27,-0.97,-1.24,0.9
Ian Mahinmi,2018,WAS,83,"1,191.50",-1.64,0.39,-1.25,0.9
Jamel Artis,2018,ORL,15,275.30,-1.29,0.03,-1.26,0.2
Patty Mills,2018,SAS,87,"2,254.90",0.8,-2.06,-1.27,1.8
Lauri Markkanen,2018,CHI,68,"2,009.50",-0.98,-0.32,-1.29,1.5
Aaron Harrison,2018,DAL,9,232.30,-1.08,-0.2,-1.29,0.2
Josh Huestis,2018,OKC,73,990.00,-1.98,0.68,-1.3,0.8
Zach LaVine,2018,CHI,24,653.00,0.15,-1.46,-1.31,0.5
Dante Exum,2018,UTA,24,344.7,-0.24,-1.06,-1.31,0.3
Markelle Fultz,2018,PHI,17,274,-1.43,0.09,-1.34,0.2
Rashad Vaughn,2018,TOT,28,208.7,-0.68,-0.66,-1.34,0.2
Dennis Schroder,2018,ATL,67,"2,067.20",0.74,-2.12,-1.38,1.5
Doug McDermott,2018,TOT,81,"1,754.40",-0.97,-0.42,-1.38,1.2
Tyson Chandler,2018,PHO,46,"1,143.90",-1.45,0.07,-1.38,0.8
Malcolm Delaney,2018,ATL,54,"1,005.30",-0.84,-0.56,-1.4,0.7
Marco Belinelli,2018,TOT,90,"2,205.40",0.55,-1.96,-1.41,1.5
Denzel Valentine,2018,CHI,77,"2,082.50",-1.41,0,-1.41,1.4
Gerald Green,2018,HOU,58,"1,190.90",-0.46,-0.95,-1.41,0.8
Kyle Kuzma,2018,LAL,77,"2,386.30",-0.12,-1.32,-1.44,1.6
Richaun Holmes,2018,PHI,51,749.20,-0.92,-0.53,-1.45,0.5
Darrell Arthur,2018,DEN,19,139.2,-1.08,-0.38,-1.46,0.1
Tyrone Wallace,2018,LAC,30,843.60,-1.4,-0.07,-1.47,0.6
Jason Terry,2018,MIL,54,851.2,-1.57,0.09,-1.48,0.5
Jordan Clarkson,2018,TOT,100,"2,159.40",-0.57,-0.93,-1.5,1.3
Omer Asik,2018,TOT,18,179.9,-1.2,-0.3,-1.5,0.1
David Nwaba,2018,CHI,70,"1,635.40",-1.15,-0.36,-1.51,1
Trevor Booker,2018,TOT,75,"1,211.50",-0.84,-0.66,-1.51,0.8
Jordan Mickey,2018,MIA,23,280.50,-1.64,0.12,-1.53,0.2
Bobby Brown,2018,HOU,20,112.4,-1.02,-0.52,-1.55,0.1
Devin Booker,2018,PHO,54,"1,852.90",0.49,-2.05,-1.56,1.1
Robin Lopez,2018,CHI,64,"1,683.90",-1.86,0.3,-1.56,0.9
Guerschon Yabusele,2018,BOS,45,278.5,-1.12,-0.47,-1.59,0.2
Dante Cunningham,2018,TOT,73,"1,555.70",-1.19,-0.4,-1.6,0.9
Mike Scott,2018,WAS,82,"1,520.20",-0.2,-1.41,-1.61,0.9
Richard Jefferson,2018,DEN,20,161.50,-1.37,-0.27,-1.63,0.1
Glenn Robinson,2018,IND,25,340.20,-0.9,-0.74,-1.64,0.2
Tyler Dorsey,2018,ATL,56,964.8,-0.91,-0.75,-1.66,0.5
Dillon Brooks,2018,MEM,82,"2,335.20",-1.79,0.12,-1.67,1.2
Isaiah Hicks,2018,NYK,18,236.20,-1.4,-0.27,-1.67,0.1
Andrew White,2018,ATL,15,207.4,-1.46,-0.21,-1.67,0.1
Bryn Forbes,2018,SAS,84,"1,554.00",-0.59,-1.1,-1.69,0.8
Frank Ntilikina,2018,NYK,78,"1,690.80",-2.54,0.82,-1.72,0.8
Kenneth Faried,2018,DEN,32,456.40,-1.35,-0.37,-1.72,0.2
Mario Hezonja,2018,ORL,75,"1,644.60",-0.88,-0.85,-1.73,0.8
DeAndre' Bembry,2018,ATL,26,451.40,-2.42,0.67,-1.75,0.2
Garrett Temple,2018,SAC,65,"1,605.80",-1.74,-0.02,-1.76,0.7
Miles Plumlee,2018,ATL,55,910.6,-2.69,0.93,-1.76,0.4
Ramon Sessions,2018,TOT,28,388.8,-1.03,-0.73,-1.76,0.2
Elfrid Payton,2018,TOT,63,"1,797.70",-0.07,-1.7,-1.77,0.8
Nemanja Bjelica,2018,MIN,72,"1,409.20",-1.38,-0.41,-1.78,0.6
JaMychal Green,2018,MEM,55,"1,534.10",-0.98,-0.81,-1.79,0.6
Frank Kaminsky,2018,CHO,79,"1,823.00",-0.09,-1.71,-1.8,0.8
D'Angelo Russell,2018,BRK,48,"1,226.40",0.27,-2.07,-1.81,0.5
Taurean Waller-Prince,2018,ATL,82,"2,450.90",-0.63,-1.2,-1.83,1
Dion Waiters,2018,MIA,30,911.5,-1.72,-0.11,-1.83,0.3
Ivan Rabb,2018,MEM,36,509.7,-0.96,-0.87,-1.83,0.2
Shane Larkin,2018,BOS,65,921.2,-2.14,0.3,-1.84,0.3
Tristan Thompson,2018,CLE,72,"1,477.20",-1.5,-0.35,-1.85,0.6
Deyonta Davis,2018,MEM,62,934.50,-0.83,-1.02,-1.85,0.4
T.J. Warren,2018,PHO,65,"2,127.60",0.01,-1.87,-1.86,0.8
Caris LeVert,2018,BRK,71,"1,849.80",-1.33,-0.54,-1.87,0.7
Brandon Jennings,2018,MIL,15,208.5,-1.21,-0.66,-1.87,0.1
Corey Brewer,2018,TOT,78,"1,350.40",-1.51,-0.37,-1.88,0.5
Brandon Paul,2018,SAS,65,566.8,-2.49,0.61,-1.88,0.2
Zhou Qi,2018,HOU,21,126.90,-1.79,-0.1,-1.89,0
Zach Collins,2018,POR,70,"1,107.30",-1.5,-0.4,-1.9,0.4
Dwayne Bacon,2018,CHO,53,706.1,-2.57,0.63,-1.94,0.2
Michael Beasley,2018,NYK,74,"1,642.70",-0.15,-1.8,-1.95,0.6
Wesley Iwundu,2018,ORL,62,"1,011.60",-2.7,0.74,-1.95,0.3
Torrey Craig,2018,DEN,39,623.40,-1.33,-0.62,-1.95,0.2
Malcolm Brogdon,2018,MIL,55,"1,610.90",-0.77,-1.2,-1.97,0.5
Juan Hernangomez,2018,DEN,25,272.70,-1.18,-0.8,-1.98,0.1
Kelly Oubre,2018,WAS,87,"2,360.10",-0.82,-1.18,-1.99,0.7
James Ennis,2018,TOT,72,"1,595.60",-1.19,-0.81,-2,0.5
Cory Joseph,2018,IND,89,"2,334.70",-1.18,-0.84,-2.02,0.7
Quincy Pondexter,2018,CHI,23,192.5,-1.86,-0.16,-2.02,0
Shaun Livingston,2018,GSW,92,"1,480.70",-1.87,-0.16,-2.03,0.4
Courtney Lee,2018,NYK,76,"2,300.20",-0.84,-1.21,-2.05,0.6
Tyler Ulis,2018,PHO,71,"1,647.40",-1.49,-0.58,-2.07,0.4
Justin Jackson,2018,SAC,68,"1,493.50",-1.7,-0.38,-2.08,0.3
Bogdan Bogdanovic,2018,SAC,78,"2,160.20",-0.47,-1.64,-2.11,0.5
Sterling Brown,2018,MIL,57,782,-2.44,0.32,-2.12,0.2
Greg Monroe,2018,TOT,62,"1,137.20",-1.16,-0.98,-2.14,0.2
Jabari Parker,2018,MIL,38,904.7,-0.88,-1.26,-2.14,0.2
Marcus Morris,2018,BOS,73,"1,992.90",-0.7,-1.46,-2.17,0.4
Timofey Mozgov,2018,BRK,31,357.00,-2.96,0.79,-2.17,0
Tony Snell,2018,MIL,82,"2,173.60",-1,-1.18,-2.18,0.4
Sean Kilpatrick,2018,TOT,52,632.8,-0.89,-1.31,-2.2,0.1
Rodney Purvis,2018,ORL,16,287.7,-1.87,-0.35,-2.22,0
Avery Bradley,2018,TOT,46,"1,422.80",-1.91,-0.33,-2.25,0.2
Alex Abrines,2018,OKC,81,"1,233.00",-1.24,-1.05,-2.29,0.1
Briante Weber,2018,TOT,18,233.60,-1.66,-0.63,-2.29,0
Malachi Richardson,2018,TOT,26,318.60,-1.85,-0.45,-2.3,0
Aaron Brooks,2018,MIN,34,188.2,-1.16,-1.14,-2.3,0
Nik Stauskas,2018,TOT,41,516.2,-1.58,-0.73,-2.32,0
Rodney Hood,2018,TOT,77,"1,860.70",-0.46,-1.88,-2.34,0.2
Jarell Martin,2018,MEM,73,"1,651.50",-2.19,-0.16,-2.35,0.1
Zach Randolph,2018,SAC,59,"1,500.40",-0.5,-1.89,-2.39,0.1
Jodie Meeks,2018,WAS,77,"1,110.20",-0.59,-1.8,-2.4,0
Wayne Selden,2018,MEM,35,686.00,-0.64,-1.78,-2.42,0
J.R. Smith,2018,CLE,102,"2,932.80",-0.19,-2.24,-2.43,0.2
Isaiah Thomas,2018,TOT,32,858.30,0.35,-2.85,-2.5,0
Marcus Georges-Hunt,2018,MIN,44,223,-1.36,-1.15,-2.51,0
Raymond Felton,2018,OKC,88,"1,433.10",-1.44,-1.09,-2.52,-0.1
Treveon Graham,2018,CHO,63,"1,041.60",-2.19,-0.4,-2.59,-0.1
Harrison Barnes,2018,DAL,77,"2,622.60",-1.1,-1.52,-2.61,-0.3
Malik Beasley,2018,DEN,62,578.6,-1.87,-0.76,-2.63,-0.1
Norman Powell,2018,TOR,76,"1,089.40",-1.82,-0.83,-2.65,-0.1
Thon Maker,2018,MIL,80,"1,360.10",-1.86,-0.8,-2.66,-0.2
Joffrey Lauvergne,2018,SAS,56,531.9,-1.08,-1.62,-2.7,-0.1
Lance Thomas,2018,NYK,73,"1,346.60",-2.66,-0.09,-2.75,-0.3
Johnny O'Bryant,2018,CHO,36,376,-2.48,-0.31,-2.79,-0.1
Tony Parker,2018,SAS,60,"1,132.40",-1.28,-1.52,-2.8,-0.3
Quinn Cook,2018,GSW,50,906.8,-1.19,-1.64,-2.83,-0.2
Patrick Patterson,2018,OKC,88,"1,319.80",-2.73,-0.1,-2.83,-0.4
Tony Allen,2018,NOP,22,271.5,-1.84,-1,-2.84,-0.1
Justin Anderson,2018,PHI,45,544.3,-1.57,-1.28,-2.85,-0.2
Wesley Matthews,2018,DAL,63,"2,122.30",-0.93,-1.95,-2.88,-0.6
Darius Miller,2018,NOP,91,"2,090.90",-0.22,-2.67,-2.89,-0.5
Jason Smith,2018,WAS,34,284.7,-2.31,-0.61,-2.92,-0.1
Arron Afflalo,2018,ORL,53,677.5,-2.34,-0.64,-2.98,-0.3
Evan Turner,2018,POR,82,"2,109.80",-2.44,-0.63,-3.07,-0.9
Cheick Diallo,2018,NOP,59,620.9,-1.95,-1.13,-3.08,-0.3
Lance Stephenson,2018,IND,89,"1,985.30",-0.7,-2.37,-3.08,-0.8
T.J. McConnell,2018,PHI,86,"1,844.10",-2.62,-0.51,-3.13,-0.9
Dennis Smith,2018,DAL,69,"2,037.70",-1.42,-1.73,-3.15,-0.9
Shabazz Muhammad,2018,TOT,47,442.5,-0.97,-2.22,-3.19,-0.2
Jonathon Simmons,2018,ORL,69,"2,018.10",-0.67,-2.57,-3.24,-1
Troy Daniels,2018,PHO,79,"1,610.30",-0.36,-2.89,-3.25,-0.8
Solomon Hill,2018,NOP,21,299.5,-1.88,-1.42,-3.3,-0.2
Josh Jackson,2018,PHO,77,"1,947.10",-2.42,-0.88,-3.3,-1.1
Gorgui Dieng,2018,MIN,84,"1,391.40",-2.49,-0.81,-3.31,-0.7
Nick Young,2018,GSW,100,"1,579.90",-1.68,-1.64,-3.31,-0.9
Dragan Bender,2018,PHO,82,"2,055.90",-2.74,-0.57,-3.31,-1.2
Matthew Dellavedova,2018,MIL,44,786.4,-1.83,-1.55,-3.37,-0.5
Timothe Luwawu-Cabarrot,2018,PHI,52,798.6,-2.04,-1.36,-3.4,-0.5
Jahlil Okafor,2018,TOT,28,348.3,-2.93,-0.58,-3.51,-0.3
Joe Young,2018,IND,54,554.1,-1.68,-1.87,-3.55,-0.4
Jameer Nelson,2018,TOT,50,"1,005.90",-1.72,-1.85,-3.57,-0.7
Ian Clark,2018,NOP,83,"1,630.00",-1.22,-2.35,-3.58,-1.1
Tarik Black,2018,HOU,58,547.5,-3.92,0.29,-3.62,-0.4
Terrance Ferguson,2018,OKC,64,761.5,-2.07,-1.56,-3.63,-0.6
Derrick Rose,2018,TOT,30,532.6,-1.05,-2.62,-3.67,-0.4
De'Aaron Fox,2018,SAC,73,"2,013.10",-1.97,-1.77,-3.74,-1.7
Ben McLemore,2018,MEM,56,"1,083.50",-2.42,-1.42,-3.84,-1
Paul Zipser,2018,CHI,54,818.9,-3.21,-0.65,-3.86,-0.8
Patrick McCaw,2018,GSW,63,965.5,-2.52,-1.51,-4.02,-0.9
Abdel Nader,2018,BOS,59,547.1,-3.41,-0.63,-4.03,-0.6
Bismack Biyombo,2018,ORL,82,"1,488.60",-3.57,-0.48,-4.05,-1.6
Malik Monk,2018,CHO,63,845.7,-1.67,-2.5,-4.16,-0.9
Emmanuel Mudiay,2018,TOT,64,"1,234.00",-2.14,-2.15,-4.28,-1.4
Jerryd Bayless,2018,PHI,40,917.9,-2.7,-1.59,-4.29,-1.1
DeAndre Liggins,2018,TOT,61,730.6,-4,-0.34,-4.33,-0.9
T.J. Leaf,2018,IND,54,457.1,-1.49,-2.88,-4.36,-0.5
Cristiano Felicio,2018,CHI,55,967.3,-3.39,-1.15,-4.54,-1.4
Joe Johnson,2018,TOT,63,"1,250.00",-3.04,-1.6,-4.64,-1.8
Semi Ojeleye,2018,BOS,90,"1,368.20",-3.94,-0.79,-4.73,-2.1
Kobi Simmons,2018,MEM,32,637.9,-2.04,-2.82,-4.86,-0.9
Jamal Crawford,2018,MIN,85,"1,764.90",-0.77,-4.2,-4.97,-2.6
