Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Meyers Leonard,2017,POR,77,"1,245.40",-1.79,0.31,-1.48,1
Noah Vonleh,2017,POR,78,"1,361.70",-2.81,1.32,-1.49,1.1
Quinn Cook,2017,TOT,14,186.5,-0.14,-1.35,-1.5,0.2
Lance Stephenson,2017,TOT,22,467.7,-1.12,-0.4,-1.52,0.4
Trevor Booker,2017,BRK,71,"1,748.40",-1.96,0.42,-1.54,1.3
Zach Randolph,2017,MEM,79,"1,967.90",-0.45,-1.09,-1.54,1.5
Reggie Jackson,2017,DET,52,"1,422.20",-0.41,-1.18,-1.59,1
Norris Cole,2017,OKC,17,148.5,-1.14,-0.45,-1.6,0.1
Alec Burks,2017,UTA,42,650.9,-0.97,-0.64,-1.61,0.5
Isaiah Whitehead,2017,BRK,73,"1,634.80",-1.46,-0.16,-1.62,1.2
Tyler Ulis,2017,PHO,61,"1,120.30",-0.83,-0.79,-1.62,0.8
Denzel Valentine,2017,CHI,61,995.6,-1.58,-0.05,-1.63,0.7
Marco Belinelli,2017,CHO,74,"1,770.70",-0.03,-1.6,-1.63,1.3
Zach LaVine,2017,MIN,47,"1,743.70",-0.28,-1.35,-1.64,1.3
Darrun Hilliard,2017,DET,39,380.2,-2.1,0.46,-1.65,0.3
Dejounte Murray,2017,SAS,49,487.4,-1.76,0.09,-1.66,0.3
Treveon Graham,2017,CHO,27,188.4,-1.32,-0.34,-1.66,0.1
Chandler Parsons,2017,MEM,34,672.9,-1.46,-0.22,-1.67,0.5
T.J. Warren,2017,PHO,66,"2,043.30",0.19,-1.87,-1.68,1.4
Georgios Papagiannis,2017,SAC,22,354.7,-1.61,-0.09,-1.69,0.2
Trey Lyles,2017,UTA,73,"1,161.50",-1.52,-0.17,-1.69,0.8
Boris Diaw,2017,UTA,84,"1,478.80",-1.57,-0.13,-1.7,1
Shabazz Muhammad,2017,MIN,78,"1,510.50",-0.93,-0.78,-1.71,1
Bobby Portis,2017,CHI,70,"1,117.00",-1.45,-0.28,-1.72,0.7
Timofey Mozgov,2017,LAL,54,"1,100.80",-2.47,0.75,-1.72,0.7
Gerald Green,2017,BOS,60,728.2,-0.68,-1.05,-1.73,0.5
Bobby Brown,2017,HOU,30,144.8,-0.71,-1.03,-1.74,0.1
Iman Shumpert,2017,CLE,93,"2,205.30",-1.4,-0.35,-1.74,1.5
Omer Asik,2017,NOP,31,480.2,-2.52,0.76,-1.75,0.3
Damian Jones,2017,GSW,14,105.7,-1.37,-0.39,-1.76,0.1
Brandon Jennings,2017,TOT,94,"1,973.10",-0.82,-0.95,-1.77,1.2
DeAndre' Bembry,2017,ATL,38,370.2,-1.91,0.13,-1.78,0.2
Ed Davis,2017,POR,46,786.9,-1.99,0.22,-1.78,0.5
Nicolas Laprovittola,2017,SAS,18,173.3,-1.39,-0.4,-1.78,0.1
Dennis Schroder,2017,ATL,85,"2,680.10",0.36,-2.16,-1.8,1.6
Enes Kanter,2017,OKC,77,"1,568.40",1.01,-2.83,-1.82,1
David West,2017,GSW,85,"1,070.60",-3.25,1.4,-1.84,0.6
Sean Kilpatrick,2017,BRK,70,"1,747.60",-0.37,-1.47,-1.84,1
Randy Foye,2017,BRK,69,"1,279.50",-1.54,-0.31,-1.85,0.7
Avery Bradley,2017,BOS,73,"2,471.30",0.07,-1.93,-1.87,1.4
Tony Snell,2017,MIL,86,"2,508.70",-0.6,-1.3,-1.9,1.3
Andrew Harrison,2017,MEM,78,"1,584.00",-2.02,0.1,-1.92,0.8
Ben McLemore,2017,SAC,61,"1,170.20",-1.5,-0.42,-1.92,0.6
Brandon Rush,2017,MIN,47,"1,026.60",-1.6,-0.32,-1.92,0.6
Alexis Ajinca,2017,NOP,39,581.2,-2.37,0.44,-1.93,0.3
Rodney McGruder,2017,MIA,78,"1,958.40",-0.94,-1,-1.94,1
Julius Randle,2017,LAL,74,"2,126.00",-0.75,-1.22,-1.96,1.1
Justin Hamilton,2017,BRK,64,"1,171.00",-1.49,-0.46,-1.96,0.6
Omri Casspi,2017,TOT,36,639.1,-1.43,-0.53,-1.96,0.3
Briante Weber,2017,TOT,20,203.3,-1.23,-0.74,-1.97,0.1
Paul Zipser,2017,CHI,50,977.1,-2.19,0.2,-1.98,0.4
Al Jefferson,2017,IND,66,924.6,-1.24,-0.75,-1.99,0.4
E'Twaun Moore,2017,NOP,73,"1,811.20",-0.78,-1.21,-1.99,0.8
Jose Calderon,2017,TOT,47,611.8,-2.05,0.04,-2.01,0.2
Domantas Sabonis,2017,OKC,83,"1,631.80",-3.35,1.31,-2.04,0.6
Sam Dekker,2017,HOU,81,"1,445.60",-1.27,-0.79,-2.06,0.7
Matthew Dellavedova,2017,MIL,82,"2,143.70",-1.28,-0.79,-2.07,0.9
Tyler Zeller,2017,BOS,62,601,-2.14,0.07,-2.07,0.3
DeAndre Liggins,2017,TOT,62,774.2,-2.89,0.8,-2.09,0.3
Glenn Robinson,2017,IND,72,"1,453.70",-1.91,-0.19,-2.1,0.6
Rakeem Christmas,2017,IND,28,219.1,-1.55,-0.55,-2.11,0.1
Marreese Speights,2017,LAC,89,"1,379.70",-0.72,-1.41,-2.13,0.5
Jonathan Gibson,2017,DAL,17,230.3,-1.09,-1.06,-2.15,0.1
Courtney Lee,2017,NYK,77,"2,453.40",-0.01,-2.17,-2.18,0.9
Wesley Johnson,2017,LAC,71,817.9,-3.2,1.02,-2.18,0.3
Allen Crabbe,2017,POR,83,"2,334.20",-1.29,-0.91,-2.2,0.8
Dante Exum,2017,UTA,73,"1,307.90",-1.97,-0.24,-2.21,0.4
C.J. Watson,2017,ORL,62,"1,010.10",-2.38,0.13,-2.25,0.3
Jarell Martin,2017,MEM,45,567.3,-3.55,1.28,-2.28,0.1
Nik Stauskas,2017,PHI,80,"2,178.10",-0.46,-1.84,-2.3,0.6
Alex Len,2017,PHO,77,"1,555.60",-2.75,0.43,-2.31,0.4
Hollis Thompson,2017,TOT,40,749,-1.97,-0.37,-2.33,0.2
Bismack Biyombo,2017,ORL,81,"1,788.40",-3.03,0.7,-2.34,0.4
Shelvin Mack,2017,UTA,64,"1,351.80",-1.46,-0.9,-2.36,0.3
Gerald Henderson,2017,PHI,72,"1,659.10",-1.43,-0.96,-2.39,0.3
Marquese Chriss,2017,PHO,82,"1,739.90",-1.46,-0.95,-2.41,0.4
Ramon Sessions,2017,CHO,50,808.4,-1.18,-1.23,-2.41,0.2
Paul Pierce,2017,LAC,32,377.7,-1.95,-0.48,-2.43,0.1
Monta Ellis,2017,IND,78,"2,064.60",-1.62,-0.82,-2.44,0.4
Rashad Vaughn,2017,MIL,44,466.9,-2.22,-0.26,-2.48,0.1
Evan Turner,2017,POR,69,"1,773.70",-2.73,0.22,-2.51,0.2
Rodney Stuckey,2017,IND,39,692.5,-1.6,-0.91,-2.51,0.1
Dario Saric,2017,PHI,81,"2,117.70",-1.57,-0.96,-2.53,0.2
Matt Barnes,2017,TOT,86,"1,828.20",-2.18,-0.34,-2.53,0.2
Kyle Korver,2017,TOT,85,"2,071.00",-1.03,-1.52,-2.55,0.3
Richard Jefferson,2017,CLE,93,"1,786.20",-1.85,-0.69,-2.55,0.3
Anthony Morrow,2017,TOT,52,739.8,-0.56,-2,-2.56,0.1
Spencer Hawes,2017,TOT,57,811.8,-2.01,-0.55,-2.56,0.1
Donatas Motiejunas,2017,NOP,34,477,-1.66,-0.94,-2.6,0
Alex Abrines,2017,OKC,73,"1,129.70",-0.55,-2.07,-2.63,0.1
Jaylen Brown,2017,BOS,95,"1,553.20",-2.87,0.23,-2.64,0.1
Josh McRoberts,2017,MIA,22,380.4,-1.76,-0.88,-2.64,0
Emmanuel Mudiay,2017,DEN,55,"1,400.60",-1.33,-1.35,-2.67,0.1
Doug McDermott,2017,TOT,71,"1,566.80",-0.56,-2.18,-2.75,0
Tomas Satoransky,2017,WAS,66,752.6,-2.82,0.06,-2.76,0
Mike Dunleavy,2017,TOT,59,890.8,-2.86,0.08,-2.78,-0.1
Aaron Brooks,2017,IND,66,898.2,-2.05,-0.73,-2.79,-0.1
Kyle Singler,2017,OKC,33,393.9,-2.54,-0.32,-2.86,-0.1
Buddy Hield,2017,TOT,82,"1,881.40",-1.34,-1.59,-2.92,-0.3
Joffrey Lauvergne,2017,TOT,73,"1,001.20",-1.26,-1.69,-2.95,-0.2
Damjan Rudez,2017,ORL,45,312.6,-1.92,-1.04,-2.96,-0.1
Sheldon Mac,2017,WAS,37,302.6,-2.59,-0.39,-2.98,-0.1
Troy Williams,2017,TOT,35,573.7,-3.02,0.04,-2.98,-0.1
Miles Plumlee,2017,TOT,45,481.8,-2.97,-0.02,-3,-0.1
Jason Smith,2017,WAS,87,"1,219.70",-2.88,-0.13,-3.01,-0.2
Isaiah Canaan,2017,CHI,42,684,-1.87,-1.16,-3.03,-0.2
Lavoy Allen,2017,IND,64,880.4,-2.11,-0.94,-3.05,-0.2
Brandon Ingram,2017,LAL,79,"2,269.20",-0.93,-2.14,-3.06,-0.4
Joe Harris,2017,BRK,52,"1,135.30",-2.25,-0.84,-3.08,-0.3
Jerami Grant,2017,TOT,85,"1,632.90",-1.98,-1.17,-3.15,-0.5
Wayne Selden,2017,TOT,20,340.8,-1.95,-1.24,-3.19,-0.1
Jeff Green,2017,ORL,69,"1,528.90",-2.68,-0.53,-3.21,-0.6
Brandon Knight,2017,PHO,54,"1,136.90",-1.69,-1.61,-3.3,-0.5
Brian Roberts,2017,CHO,41,413.5,-2.09,-1.21,-3.3,-0.2
Kay Felder,2017,CLE,42,384.1,-3.24,-0.05,-3.3,-0.2
Lance Thomas,2017,NYK,46,963.8,-2.08,-1.23,-3.31,-0.4
Derrick Williams,2017,TOT,58,841.1,-1.91,-1.41,-3.32,-0.3
Jordan Clarkson,2017,LAL,82,"2,385.90",-0.81,-2.52,-3.33,-0.9
Arron Afflalo,2017,SAC,61,"1,575.20",-1.15,-2.22,-3.38,-0.6
Kevon Looney,2017,GSW,53,447,-3.3,-0.2,-3.5,-0.2
Bojan Bogdanovic,2017,TOT,94,"2,341.30",-1.13,-2.41,-3.54,-1.2
Kevin Seraphin,2017,IND,53,616.5,-2.34,-1.29,-3.63,-0.4
Kelly Oubre,2017,WAS,91,"1,781.00",-2.93,-0.8,-3.73,-1.1
Brandon Bass,2017,LAC,53,579.7,-1.25,-2.63,-3.87,-0.4
Austin Rivers,2017,LAC,77,"2,136.70",-1.41,-2.52,-3.93,-1.6
Jahlil Okafor,2017,PHI,50,"1,127.80",-2.82,-1.13,-3.95,-1
Cameron Payne,2017,TOT,32,464.4,-2.99,-1.08,-4.06,-0.5
James Michael McAdoo,2017,GSW,65,511.5,-4.13,0.04,-4.09,-0.5
Bryn Forbes,2017,SAS,42,356.1,-2.71,-1.57,-4.28,-0.4
Shaun Livingston,2017,GSW,90,"1,557.10",-3.42,-0.85,-4.28,-1.5
Jordan McRae,2017,CLE,37,382.4,-2.56,-1.76,-4.32,-0.4
Jamal Crawford,2017,LAC,89,"2,344.20",-1.48,-3.01,-4.49,-2.6
Raymond Felton,2017,LAC,87,"1,819.90",-2.69,-1.8,-4.49,-2
James Jones,2017,CLE,56,409.4,-3.26,-1.27,-4.54,-0.5
Mario Hezonja,2017,ORL,65,957.7,-3.48,-1.06,-4.54,-1.2
Marcus Thornton,2017,WAS,33,571.9,-2.36,-2.27,-4.62,-0.7
Andrew Nicholson,2017,TOT,38,339.8,-3.9,-0.81,-4.71,-0.4
Semaj Christon,2017,OKC,66,987.7,-2.62,-2.11,-4.73,-1.3
Wade Baldwin,2017,MEM,36,416.3,-4.08,-0.66,-4.73,-0.6
D.J. Augustin,2017,ORL,78,"1,533.10",-2.97,-1.9,-4.87,-2.2
Alan Anderson,2017,LAC,30,307.4,-2.39,-2.57,-4.96,-0.4
Ian Clark,2017,GSW,93,"1,350.30",-3.13,-1.96,-5.09,-2
Trey Burke,2017,WAS,60,720.3,-3.24,-2.06,-5.3,-1.2
Patrick McCaw,2017,GSW,86,"1,249.60",-3.97,-1.35,-5.32,-2.1
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
