Player,Season,Team,GP,MP,O-PIPM,D-PIPM,PIPM,Wins Added
Chris Kaman,2015,POR,77,"1,426.60",-1.77,0.2,-1.57,1
Jason Thompson,2015,SAC,81,"1,984.30",-1.69,0.1,-1.59,1.4
Travis Wear,2015,NYK,51,669.4,-2,0.4,-1.59,0.5
Brian Roberts,2015,CHO,72,"1,325.20",-0.7,-0.9,-1.6,0.9
Mario Chalmers,2015,MIA,80,"2,359.20",-1.79,0.14,-1.64,1.6
Matt Bonner,2015,SAS,79,969.70,-0.78,-0.86,-1.64,0.7
Chase Budinger,2015,MIN,67,"1,279.10",-1.14,-0.51,-1.65,0.9
Michael Beasley,2015,MIA,24,503.10,-2.37,0.72,-1.65,0.3
Tony Snell,2015,CHI,83,"1,548.30",-0.9,-0.74,-1.65,1
Ekpe Udoh,2015,LAC,37,140.50,-1.73,0.07,-1.66,0.1
Jimmer Fredette,2015,NOP,50,507.00,-0.46,-1.2,-1.66,0.4
Randy Foye,2015,DEN,50,"1,083.10",-0.52,-1.16,-1.68,0.7
Robbie Hummel,2015,MIN,45,739.30,-0.87,-0.81,-1.68,0.5
C.J. Wilcox,2015,LAC,21,100.5,-1.23,-0.45,-1.69,0.1
Enes Kanter,2015,TOT,75,"2,128.30",1.29,-2.98,-1.69,1.4
Isaiah Canaan,2015,TOT,47,934.6,-0.54,-1.16,-1.7,0.6
Jeremy Lamb,2015,OKC,47,629.8,-0.7,-1.02,-1.72,0.4
Kris Humphries,2015,WAS,65,"1,341.50",-1.5,-0.21,-1.72,0.8
Beno Udrih,2015,MEM,89,"1,662.80",-0.75,-0.98,-1.73,1
Jordan Hamilton,2015,LAC,14,121.1,-1.19,-0.57,-1.76,0.1
Justin Hamilton,2015,TOT,41,709.20,-1.1,-0.67,-1.77,0.4
Kyle Singler,2015,TOT,80,"1,736.60",-1.06,-0.71,-1.77,1
P.J. Hairston,2015,CHO,45,684.70,-0.77,-1.01,-1.78,0.4
Jerryd Bayless,2015,MIL,83,"1,830.60",-1.43,-0.36,-1.79,1
Channing Frye,2015,ORL,75,"1,860.30",-1.25,-0.54,-1.8,1.1
DeJuan Blair,2015,WAS,29,180.40,-1.39,-0.46,-1.85,0.1
Dion Waiters,2015,TOT,80,"2,197.70",-0.91,-0.94,-1.85,1.2
Nate Wolters,2015,TOT,21,245.70,-1.85,-0.01,-1.85,0.1
Willie Green,2015,ORL,52,946.60,-2.55,0.69,-1.85,0.4
Raymond Felton,2015,DAL,32,316.3,-1.38,-0.48,-1.86,0.2
Ryan Anderson,2015,NOP,65,"1,762.70",1.66,-3.53,-1.86,1
Landry Fields,2015,TOR,26,216.4,-1.55,-0.34,-1.89,0.1
Solomon Hill,2015,IND,82,"2,373.50",-1.24,-0.66,-1.89,1.2
Andrew Nicholson,2015,ORL,40,491.00,-1.97,0.06,-1.91,0.2
D.J. Augustin,2015,TOT,82,"1,956.20",-0.2,-1.72,-1.91,1
Shelvin Mack,2015,ATL,65,926.70,-1.01,-0.9,-1.91,0.4
Ish Smith,2015,TOT,55,826.90,-1.37,-0.56,-1.93,0.4
Carlos Boozer,2015,LAL,71,"1,684.80",-0.7,-1.24,-1.94,0.8
Elton Brand,2015,ATL,39,486.80,-2.9,0.96,-1.94,0.2
Alonzo Gee,2015,TOT,55,661.40,-1.39,-0.57,-1.97,0.3
Cleanthony Early,2015,NYK,39,644,-2.76,0.79,-1.97,0.2
Jerome Jordan,2015,BRK,45,384.7,-1.63,-0.33,-1.97,0.2
Andre Miller,2015,TOT,81,"1,248.30",-0.46,-1.52,-1.98,0.6
Kobe Bryant,2015,LAL,35,"1,201.00",0.7,-2.71,-2.01,0.6
Omri Casspi,2015,SAC,67,"1,409.00",-0.48,-1.55,-2.03,0.6
Steve Novak,2015,TOT,35,196.20,-0.56,-1.48,-2.04,0.1
Damjan Rudez,2015,IND,68,"1,042.20",-0.95,-1.1,-2.05,0.4
Shawn Marion,2015,CLE,63,"1,120.00",-1.61,-0.44,-2.05,0.5
Kyle Anderson,2015,SAS,33,356.80,-2.28,0.23,-2.06,0.1
Arron Afflalo,2015,TOT,81,"2,553.00",-0.68,-1.39,-2.07,1
Jon Leuer,2015,MEM,67,828.7,-2.27,0.2,-2.08,0.3
Kevin Martin,2015,MIN,39,"1,295.80",0.6,-2.7,-2.1,0.5
Tayshaun Prince,2015,TOT,58,"1,392.20",-1.21,-0.89,-2.1,0.5
Allen Crabbe,2015,POR,53,717.80,-2.43,0.31,-2.11,0.2
Jabari Parker,2015,MIL,25,735.80,-0.74,-1.37,-2.11,0.3
Greg Smith,2015,DAL,43,361.60,-2.72,0.58,-2.13,0.1
Shane Larkin,2015,NYK,76,"1,856.10",-1.88,-0.25,-2.13,0.6
Luc Mbah a Moute,2015,PHI,67,"1,906.30",-2.8,0.64,-2.16,0.4
Luke Ridnour,2015,ORL,47,680.7,-1.81,-0.35,-2.16,0.2
Trey Burke,2015,UTA,76,"2,273.80",0.3,-2.47,-2.17,0.7
Luke Babbitt,2015,NOP,63,825.70,-1.41,-0.77,-2.18,0.3
A.J. Price,2015,TOT,26,321.90,-0.66,-1.56,-2.22,0.1
Quincy Pondexter,2015,TOT,79,"1,909.30",-0.95,-1.28,-2.23,0.5
Jason Maxiell,2015,CHO,61,875.2,-2.44,0.2,-2.24,0.2
Ricky Ledo,2015,TOT,17,243.10,-1.47,-0.77,-2.24,0.1
Austin Daye,2015,TOT,34,342.90,-2.11,-0.2,-2.31,0.1
Chris Copeland,2015,IND,50,825.1,-1.19,-1.13,-2.32,0.2
Ramon Sessions,2015,TOT,74,"1,398.80",-1.62,-0.71,-2.33,0.2
Malcolm Thomas,2015,PHI,17,193.8,-1.23,-1.11,-2.35,0
Udonis Haslem,2015,MIA,62,991.1,-2.26,-0.1,-2.36,0.2
Alec Burks,2015,UTA,27,894.90,-0.02,-2.36,-2.38,0.2
John Salmons,2015,NOP,21,268.70,-1.91,-0.5,-2.4,0
David Lee,2015,GSW,62,"1,004.40",-1.31,-1.12,-2.42,0.2
Anthony Bennett,2015,MIN,57,888.60,-1.78,-0.66,-2.44,0.1
Larry Drew,2015,PHI,12,218.10,-1.44,-1.02,-2.46,0
O.J. Mayo,2015,MIL,77,"1,845.10",-0.78,-1.7,-2.48,0.1
Tim Hardaway,2015,NYK,70,"1,675.40",-0.35,-2.13,-2.48,0.2
Norris Cole,2015,TOT,79,"1,927.90",-1.07,-1.42,-2.49,0.2
Marco Belinelli,2015,SAS,69,"1,496.20",-0.09,-2.48,-2.57,0.1
Danny Granger,2015,MIA,30,609.6,-1.52,-1.06,-2.58,0
Festus Ezeli,2015,GSW,66,685.2,-2.4,-0.19,-2.59,0
Nik Stauskas,2015,SAC,73,"1,121.30",-1.17,-1.45,-2.63,0
Dahntay Jones,2015,LAC,44,141.3,-2,-0.66,-2.66,0
Mike Scott,2015,ATL,79,"1,287.60",-1.08,-1.58,-2.67,0
Darius Morris,2015,BRK,39,303.1,-2.12,-0.57,-2.69,0
Tyler Ennis,2015,TOT,34,426.00,-1.91,-0.77,-2.69,0
Troy Daniels,2015,TOT,47,396,-1.05,-1.66,-2.71,0
Jordan Hill,2015,LAL,70,"1,866.70",-1.39,-1.33,-2.72,-0.1
JaKarr Sampson,2015,PHI,74,"1,126.20",-1.94,-0.78,-2.73,-0.1
Sebastian Telfair,2015,OKC,16,326.00,-1.57,-1.22,-2.79,-0.1
Bojan Bogdanovic,2015,BRK,84,"2,049.00",-0.31,-2.51,-2.82,-0.2
Derrick Williams,2015,SAC,74,"1,455.70",-0.2,-2.63,-2.83,-0.1
Hollis Thompson,2015,PHI,71,"1,766.20",-1.59,-1.26,-2.85,-0.4
Kirk Hinrich,2015,CHI,76,"1,730.20",-1.74,-1.13,-2.87,-0.3
Marreese Speights,2015,GSW,86,"1,269.40",-0.84,-2.05,-2.88,-0.2
Matthew Dellavedova,2015,CLE,87,"1,869.40",-2.42,-0.46,-2.88,-0.3
Jeff Ayres,2015,SAS,54,393.60,-1.72,-1.17,-2.89,-0.1
Andrea Bargnani,2015,NYK,29,783,-1.06,-1.84,-2.9,-0.2
Kendrick Perkins,2015,TOT,76,"1,173.80",-3.45,0.54,-2.91,-0.2
J.J. Hickson,2015,DEN,73,"1,405.50",-2.46,-0.47,-2.92,-0.3
Carl Landry,2015,SAC,70,"1,186.10",-1.61,-1.35,-2.96,-0.3
Jabari Brown,2015,LAL,19,567.3,-0.82,-2.14,-2.96,-0.1
K.J. McDaniels,2015,TOT,62,"1,343.00",-3.05,0.09,-2.96,-0.4
Jarrett Jack,2015,BRK,86,"2,380.50",-1.66,-1.31,-2.97,-0.5
Andrew Wiggins,2015,MIN,82,"2,953.80",-0.27,-2.72,-2.99,-0.6
Ray McCallum,2015,SAC,68,"1,430.60",-0.88,-2.12,-2.99,-0.3
Tony Wroten,2015,PHI,30,888.30,-0.53,-2.47,-3,-0.2
Joffrey Lauvergne,2015,DEN,24,267.30,-2.4,-0.64,-3.04,-0.1
Nate Robinson,2015,TOT,42,588.6,-2.14,-0.92,-3.06,-0.2
Jose Calderon,2015,NYK,42,"1,265.40",-0.97,-2.1,-3.07,-0.4
Lance Stephenson,2015,CHO,61,"1,568.10",-2.93,-0.14,-3.08,-0.6
T.J. Warren,2015,PHO,40,611.80,-1.96,-1.14,-3.1,-0.2
Henry Sims,2015,PHI,73,"1,389.90",-2.37,-0.74,-3.11,-0.6
Rasual Butler,2015,WAS,76,"1,503.40",-1.19,-1.94,-3.13,-0.5
Kent Bazemore,2015,ATL,91,"1,620.20",-3.17,-0.01,-3.18,-0.6
Jeffery Taylor,2015,CHO,29,429.80,-2.29,-0.94,-3.23,-0.2
Kostas Papanikolaou,2015,HOU,51,812.7,-2.68,-0.55,-3.24,-0.3
Justin Holiday,2015,GSW,64,666.40,-2.49,-0.78,-3.27,-0.3
Perry Jones,2015,OKC,43,630.10,-2.44,-0.91,-3.36,-0.3
Ben Gordon,2015,ORL,56,785.7,-1.59,-1.8,-3.39,-0.4
Erick Green,2015,DEN,43,407.8,-1.64,-1.78,-3.41,-0.2
Jason Smith,2015,NYK,82,"1,776.30",-1.4,-2.05,-3.45,-0.9
Reggie Bullock,2015,TOT,36,336.4,-3.88,0.42,-3.46,-0.2
Brandon Davies,2015,TOT,27,421.70,-1.61,-1.94,-3.55,-0.3
Dennis Schroder,2015,ATL,93,"1,797.90",-1.7,-1.92,-3.62,-1.2
Leandro Barbosa,2015,GSW,87,"1,207.80",-1.67,-2.29,-3.96,-1
Kevin Seraphin,2015,WAS,85,"1,301.80",-2.79,-1.2,-3.98,-1.2
James Jones,2015,CLE,77,976.3,-1.61,-2.37,-3.99,-0.8
Gary Harris,2015,DEN,55,714.90,-3.14,-0.91,-4.05,-0.7
Jamal Crawford,2015,LAC,78,"2,072.00",-0.46,-3.61,-4.07,-1.7
Nick Johnson,2015,HOU,37,311.4,-3.49,-0.58,-4.07,-0.3
Doug McDermott,2015,CHI,39,328.4,-2.45,-1.64,-4.08,-0.3
Hedo Turkoglu,2015,LAC,73,757.10,-3.21,-0.87,-4.08,-0.7
Adreian Payne,2015,TOT,32,736.40,-2.36,-1.88,-4.24,-0.7
Lance Thomas,2015,TOT,62,"1,483.50",-3.07,-1.2,-4.27,-1.7
Archie Goodwin,2015,PHO,41,532.1,-2.71,-1.64,-4.34,-0.6
Mike Miller,2015,CLE,61,764.3,-3.76,-0.64,-4.4,-0.9
Shaun Livingston,2015,GSW,99,"1,834.30",-2.96,-1.46,-4.43,-2.2
Martell Webster,2015,WAS,33,354.6,-2.79,-1.74,-4.53,-0.5
Austin Rivers,2015,TOT,90,"1,807.10",-2.75,-1.83,-4.59,-2.2
Spencer Hawes,2015,LAC,81,"1,324.70",-3.96,-0.63,-4.59,-1.7
Jordan Farmar,2015,LAC,36,527.1,-3.53,-1.11,-4.64,-0.7
Zach LaVine,2015,MIN,77,"1,893.00",-1.98,-2.94,-4.92,-2.7
Johnny O'Bryant,2015,MIL,35,378.6,-3.53,-1.92,-5.45,-0.7
Joe Harris,2015,CLE,57,507.3,-3.12,-2.48,-5.59,-0.9
Glen Davis,2015,LAC,88,"1,043.40",-5.56,-0.04,-5.6,-2.1
Brandon Rush,2015,GSW,36,278.7,-4.39,-1.77,-6.16,-0.6
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
